title,url,url_domain,owner_name,media_type,distribution_type,publication_name,paywall_yn,content_frequency_time,content_frequency_other,content_frequency_guide,nextissue_yn
Houston Chronicle,http://www.chron.com,,,,,,,,,
I Love Inns.com,http://www.iloveinns.com/,,,,,,,,,
io9,http://io9.com/,,,,,,,,,
Jalopnik,http://jalopnik.com/,,,,,,,,,
Jaunted,http://www.jaunted.com/,,,,,,,,,
Kiwi Collection,http://www.kiwicollection.com/,,,,,,,,,
La Jolla Light,http://www.lajollalight.com/,,,,,,,,,
London Pubology,http://pubology.wordpress.com/,,,,,,,,,
LuxEco Living,http://www.luxecoliving.com,,,,,,,,,
Mainstreet.com,http://www.mainstreet.com/,,,,,,,,,
Major League Baseball (MLB.com),http://mlb.mlb.com,,,,,,,,,
MapQuest Discover,http://discover.mapquest.com,,,,,,,,,
Matador Network,http://matadornetwork.com/,,,,,,,,,
Maxim.com,http://www.maxim.com/,,,,,,,,,
Men's Journal,http://www.mensjournal.com/,,,,,,,,,Yes
Mental Floss,http://www.mentalfloss.com/,,,,,,,,,
Miami Herald,http://www.miamiherald.com,,,,,,,,,
Midwest Living Magazine,http://www.midwestliving.com/,,,,,,,,,Yes
Minor League Baseball (MiLB),http://www.milb.com/,,,,,,,,,
MNN - Mother Nature Network,http://www.mnn.com/,,,,,,,,,
Montgomery Advertiser,http://www.montgomeryadvertiser.com,montgomeryadvertiser.com,"Gannett Company, Inc",,,,,,,
Montreal Gazette,http://www.montrealgazette.com,,,,,,,,,
Montreal Magazine,http://www.montrealmagazine.ca,,,,,,,,,
Museum Planning,http://museumplanner.org,,,,,,,,,
My Modern Metropolis,http://www.mymodernmet.com/,,,,,,,,,
Narratively,http://www.narrative.ly,,,,,,,,,
National Park Service,http://www.nps.gov/,,,,,,,,,
National Trust for Historic Preservation,http://www.preservationnation.org,,,,,,,,,
National Wildlife Federation,http://www.nwf.org/,,,,,,,,,
NBC News,http://www.nbcnews.com/,,,,,,,,,
New Scientist,http://www.newscientist.com,,,,,,,,,
New York Hotels,http://www.newyorkhotels.org/,,,,,,,,,
New York Magazine,http://www.nymag.com/,,,,,,,,,
New York Post,http://www.nypost.com/,,,,,,,,,
Nightclub & Bar,http://www.nightclub.com,,,,,,,,,
NileGuide,http://www.nileguide.com/,,,,,,,,,
NOLA.com,http://www.nola.com/,,,,,,,,,
Not For Tourists,http://www.notfortourists.com,,,,,,,,,
NPR : National Public Radio,http://www.npr.org/,,,,,,,,,
OpenTable,http://www.opentable.com/,,,,,,,,,
OregonLive.com,http://www.oregonlive.com/,,,,,,,,,
Outside,http://www.outsideonline.com,,,,,,,,,Yes
Pacific San Diego Magazine,http://www.pacificsandiego.com,,,,,,,,,
Pacific Standard,http://www.psmag.com,,,,,,,,,
Palm Springs Life Magazine,http://www.palmspringslife.com/,,,,,,,,,
PARADE,http://www.parade.com/,,,,,,,,,
Parents,http://www.parents.com/,,,,,,,,,Yes
Party Earth,http://www.partyearth.com/,,,,,,,,,
Patch,http://www.patch.com,,,,,,,,,
Philadelphia Magazine,http://www.phillymag.com/,,,,,,,,,
Philly.com,http://www.philly.com/,,,,,,,,,
Portland Monthly,http://www.portlandmonthlymag.com,,,,,,,,,
Portland Oregon Food and Drink,http://portlandfoodanddrink.com,,,,,,,,,
PRI's The World,http://www.theworld.org/,,,,,,,,,
Quartz,http://qz.com/,,,,,,,,,
Relish,http://relish.com,,,,,,,,,
Resorts and Lodges,http://www.resortsandlodges.com/,,,,,,,,,
Reuters.com,http://www.reuters.com/,,,,,,,,,
Roller Coaster DataBase,http://www.rcdb.com/,,,,,,,,,
Rough Guides,http://www.roughguides.com,,,,,,,,,
RoundAmerica.com,http://www.roundamerica.com/,,,,,,,,,
Salon,http://www.salon.com/,,,,,,,,,
San Antonio Express-News,http://www.mysanantonio.com/,,,,,,,,,
San Diego CityBeat,http://www.sdcitybeat.com,,,,,,,,,
San Diego Magazine,http://www.sandiegomagazine.com/,,,,,,,,,
San Diego Reader,http://www.sandiegoreader.com/,,,,,,,,,
San Francisco Chronicle,http://www.sfgate.com/,,,,,,,,,
San Francisco Travel,http://www.sanfrancisco.travel/,,,,,,,,,
San Jose Mercury News,http://www.mercurynews.com/,,,,,,,,,
Santa Barbara CVB,http://www.santabarbaraca.com/,,,,,,,,,
SAVEUR.com,http://www.saveur.com/,,,,,,,,,Yes
Seattle Magazine,http://www.seattlemag.com/,,,,,,,,,
Serious Eats,http://www.seriouseats.com/,,,,,,,,,
SheKnows,http://www.sheknows.com/,,,,,,,,,
Shermans Travel,http://www.shermanstravel.com/,,,,,,,,,
Skift,http://skift.com/,,,,,,,,,
Southern Living,http://www.southernliving.com/,,,,,,,,,Yes
Southern Oregon Magazine,http://www.southernoregonmagazine.com,,,,,,,,,
Spoon University,http://spoonuniversity.com,,,,,,,,,
Startle,http://www.startle.com,,,,,,,,,
Sun Herald,http://www.sunherald.com,,,,,,,,,
Sunset,http://www.sunset.com/,,,,,,,,,Yes
Tablet Magazine,http://magazine.tablethotels.com/,,,,,,,,,
Texas Highways,http://www.texashighways.com,,,,,,,,,
Texas Monthly,http://www.texasmonthly.com/,,,,,,,,,
The Active Times,http://www.theactivetimes.com,,,,,,,,,
The Atlantic,http://www.theatlantic.com/,,,,,,,,,
The Austin Chronicle,http://www.austinchronicle.com/,,,,,,,,,
The Boston Globe,http://www.bostonglobe.com/,,,,,,,,,
The Brooklyn Paper,http://www.brooklynpaper.com/,,,,,,,,,
The Bulletin,http://www.bendbulletin.com,,,,,,,,,
The Daily Beast,http://www.thedailybeast.com/,,,,,,,,,
The Dallas Morning News,http://www.dallasnews.com/,,,,,,,,,
The Denver Post,http://www.denverpost.com/,,,,,,,,,
The Globe and Mail,http://www.theglobeandmail.com,,,,,,,,,
The Orange County Register,http://www.ocregister.com/,,,,,,,,,
The Portland Press Herald,http://www.pressherald.com,,,,,,,,,
The Seattle Times,http://seattletimes.com/,,,,,,,,,
The Splendid Table,http://www.splendidtable.org,,,,,,,,,
The Tennessean,http://www.tennessean.com,,,,,,,,,
The Unemployed Eater,http://www.unemployedeater.com,,,,,,,,,
The Wall Street Journal,http://online.wsj.com/,,,,,,,,,
TIME.com,http://www.time.com/,,,,,,,,,Yes
TODAY.com,http://today.msnbc.msn.com/,,,,,,,,,
Tots and Travel,http://www.totsandtravel.com/,,,,,,,,,
Town & Country Magazine,http://www.townandcountrymag.com/l,,,,,,,,,Yes
Traveling with MJ,http://www.travelingwithmj.com/,,,,,,,,,
Travora,http://www.travora.com,,,,,,,,,
Trekaroo,http://www.trekaroo.com/,,,,,,,,,
TripAdvisor,http://www.tripadvisor.com/,,,,,,,,,
TripIt Blog,http://blog.tripit.com,,,,,,,,,
United Drive-In Theatre Owners Association (UDITOA),http://www.driveintheatre-ownersassociation.org/,,,,,,,,,
UrbanOutfitters.com,http://www.urbanoutfitters.com,,,,,,,,,
US News & World Report,http://www.usnews.com/,,,,,,,,,
Vagabondish,http://www.vagabondish.com/,,,,,,,,,
Wallpaper*,http://www.wallpaper.com/,,,,,,,,,
Washington Post,http://www.washingtonpost.com/,,,,,,,,,
Wayfaring Wanderer,http://www.wayfaringwanderer.com/,,,,,,,,,
West Coaster,http://www.westcoastersd.com/,,,,,,,,,
Where’s URL Original,http://www.wheresurl.com/,,,,,,,,,
Wikipedia,http://www.wikipedia.org,,,,,,,,,
Wildlife Hotspots,http://www.wildlifehotspots.com/,,,,,,,,,
Willamette Week,http://www.wweek.com,,,,,,,,,
WIRED,http://www.wired.com/,,,,,,,,,Yes
Wyndham Hotels and Resorts,http://www.wyndham.com/,,,,,,,,,
Yahoo!,http://www.yahoo.com,,,,,,,,,
Yelp,http://www.yelp.com/,,,,,,,,,
Baxter Bulletin,http://www.baxterbulletin.com,baxterbulletin.com,Gannett,,The Baxter Bulletin,,Daily,,,
Desert Sun,http://www.desertsun.com,desertsun.com,Gannett,,The Desert Sun,,Daily,,,
Californian,http://www.thecalifornian.com,thecalifornian.com,Gannett,,The Californian,,Daily,,,
Visalia Times-Delta,http://www.visaliatimesdelta.com,visaliatimesdelta.com,Gannett,,Visalia Times-Delta,,Daily,,,
Coloradoan,http://www.coloradoan.com,coloradoan.com,Gannett,,Coloradoan,,Daily,,,
Delaware Online,http://www.delawareonline.com,delawareonline.com,Gannett,,The News Journal,,Daily,,,
Florida Today,http://www.floridatoday.com,floridatoday.com,Gannett,,Florida Today,,Daily,,,
News-Press,http://www.news-press.com,news-press.com,Gannett,,The News-Press,,Daily,,,
Pensacola News Journal,http://www.pnj.com,pnj.com,Gannett,,Pensacola News Journal,,Daily,,,
Tallahassee Democrat,http://www.tallahassee.com,tallahassee.com,Gannett,,Tallahassee Democrat,,Daily,,,
Indianapolis Star,http://www.indystar.com,indystar.com,Gannett,,The Indianapolis Star,,Daily,,,
Lafayette Journal & Courier,http://www.jconline.com,jconline.com,Gannett,,The Lafayette Journal & Courier,,Daily,,,
Star Press,http://www.thestarpress.com,thestarpress.com,Gannett,,The Star Press,,Daily,,,
Pal-Item,http://www.pal-item.com,pal-item.com,Gannett,,Pal-Item,,Daily,,,
Des Moines Register,http://www.desmoinesregister.com,desmoinesregister.com,Gannett,,The Des Moines Register,,Daily,,,
Iowa City Press-Citizen,http://www.press-citizen.com,press-citizen.com,Gannett,,Iowa City Press-Citizen,,Daily,,,
Courier-Journal,http://www.courier-journal.com,courier-journal.com,Gannett,,The Courier-Journal,,Daily,,,
Cincinnati Enquirer,http://www.cincinnati.com,cincinnati.com,Gannett,,Cincinnati Enquirer,,Daily,,,
Town Talk,http://www.thetowntalk.com,thetowntalk.com,Gannett,,The Town Talk,,Daily,,,
Advertiser,http://www.theadvertiser.com,theadvertiser.com,Gannett,,The Advertiser,Yes,Daily,,,
